"election_year","State","Date","Candidate","party","days_till_election","id","value"
"2000","KY",2000-10-28,"Gore","D",10,1740,40
"2000","KY",2000-11-01,"Bush","R",6,1741,58
"2000","KY",2000-11-01,"Gore","D",6,1741,40
"2000","KY",2000-11-03,"Bush","R",4,1742,52.5
"2000","KY",2000-11-03,"Gore","D",4,1742,41.5
"2000","LA",2000-10-19,"Bush","R",19,1744,48
"2000","LA",2000-10-19,"Gore","D",19,1744,38
"2000","LA",2000-10-21,"Bush","R",17,1746,49
"2000","LA",2000-10-21,"Gore","D",17,1746,38.5
"2000","MA",2000-10-25,"Bush","R",13,1748,28
"2000","MA",2000-10-25,"Gore","D",13,1748,53
"2000","MA",2000-10-27,"Bush","R",11,1750,30
"2000","MA",2000-10-27,"Gore","D",11,1750,52
"2000","MA",2000-11-03,"Bush","R",4,1751,32
"2000","MA",2000-11-03,"Gore","D",4,1751,58
"2000","MD",2000-10-21,"Bush","R",17,1752,41
"2000","MD",2000-10-21,"Gore","D",17,1752,52
"2000","MD",2000-10-26,"Bush","R",12,1753,40
"2000","MD",2000-10-26,"Gore","D",12,1753,47.5
"2000","MD",2000-10-27,"Bush","R",11,1755,38
"2000","MD",2000-10-27,"Gore","D",11,1755,52
"2000","MD",2000-11-03,"Bush","R",4,1756,39
"2000","MD",2000-11-03,"Gore","D",4,1756,56
"2000","ME",2000-10-22,"Bush","R",16,1757,39.5
"2000","ME",2000-10-22,"Gore","D",16,1757,43
"2000","ME",2000-10-24,"Bush","R",14,1759,41
"2000","ME",2000-10-24,"Gore","D",14,1759,42
"2000","ME",2000-10-29,"Bush","R",9,1760,42
"2000","ME",2000-10-29,"Gore","D",9,1760,42
"2000","ME",2000-11-03,"Bush","R",4,1761,42
"2000","ME",2000-11-03,"Gore","D",4,1761,50
"2000","MI",2000-10-18,"Bush","R",20,1762,43
"2000","MI",2000-10-18,"Gore","D",20,1762,43
"2000","MI",2000-10-22,"Bush","R",16,1764,43
"2000","MI",2000-10-22,"Gore","D",16,1764,46
"2000","MI",2000-10-23,"Bush","R",15,1765,42
"2000","MI",2000-10-23,"Gore","D",15,1765,41
"2000","MI",2000-10-24,"Bush","R",14,1766,42.6666666666667
"2000","MI",2000-10-24,"Gore","D",14,1766,42.3333333333333
"2000","MI",2000-10-25,"Bush","R",13,1769,45
"2000","MI",2000-10-25,"Gore","D",13,1769,39
"2000","MI",2000-10-26,"Bush","R",12,1770,40
"2000","MI",2000-10-26,"Gore","D",12,1770,43
"2000","MI",2000-10-27,"Bush","R",11,1771,45
"2000","MI",2000-10-27,"Gore","D",11,1771,45
"2000","MI",2000-10-28,"Bush","R",10,1772,44
"2000","MI",2000-10-28,"Gore","D",10,1772,48
"2000","MI",2000-10-29,"Bush","R",9,1773,43
"2000","MI",2000-10-29,"Gore","D",9,1773,43
"2000","MI",2000-10-30,"Bush","R",8,1774,44
"2000","MI",2000-10-30,"Gore","D",8,1774,46
"2000","MI",2000-10-31,"Bush","R",7,1775,44
"2000","MI",2000-10-31,"Gore","D",7,1775,48
"2000","MI",2000-11-01,"Bush","R",6,1776,41
"2000","MI",2000-11-01,"Gore","D",6,1776,46
"2000","MI",2000-11-02,"Bush","R",5,1778,42
"2000","MI",2000-11-02,"Gore","D",5,1778,47
"2000","MI",2000-11-03,"Bush","R",4,1780,45
"2000","MI",2000-11-03,"Gore","D",4,1780,50
"2000","MI",2000-11-04,"Bush","R",3,1781,46.5
"2000","MI",2000-11-04,"Gore","D",3,1781,45
"2000","MI",2000-11-05,"Bush","R",2,1783,44
"2000","MI",2000-11-05,"Gore","D",2,1783,51
"2000","MN",2000-10-19,"Bush","R",19,1784,41
"2000","MN",2000-10-19,"Gore","D",19,1784,38
"2000","MN",2000-10-27,"Bush","R",11,1785,41
"2000","MN",2000-10-27,"Gore","D",11,1785,44
"2000","MN",2000-11-01,"Bush","R",6,1786,37
"2000","MN",2000-11-01,"Gore","D",6,1786,47
"2000","MN",2000-11-03,"Bush","R",4,1787,43
"2000","MN",2000-11-03,"Gore","D",4,1787,46
"2000","MO",2000-10-23,"Bush","R",15,1788,46
"2000","MO",2000-10-23,"Gore","D",15,1788,42
"2000","MO",2000-10-25,"Bush","R",13,1789,44.5
"2000","MO",2000-10-25,"Gore","D",13,1789,45
"2000","MO",2000-10-27,"Bush","R",11,1791,44
"2000","MO",2000-10-27,"Gore","D",11,1791,46
"2000","MO",2000-10-29,"Bush","R",9,1792,47
"2000","MO",2000-10-29,"Gore","D",9,1792,42
"2000","MO",2000-10-30,"Bush","R",8,1793,47
"2000","MO",2000-10-30,"Gore","D",8,1793,43
"2000","MO",2000-11-01,"Bush","R",6,1794,45
"2000","MO",2000-11-01,"Gore","D",6,1794,45
"2000","MO",2000-11-02,"Bush","R",5,1795,48
"2000","MO",2000-11-02,"Gore","D",5,1795,44
"2000","MO",2000-11-03,"Bush","R",4,1796,47
"2000","MO",2000-11-03,"Gore","D",4,1796,46
"2000","MO",2000-11-05,"Bush","R",2,1798,46
"2000","MO",2000-11-05,"Gore","D",2,1798,46
"2000","MS",2000-10-31,"Bush","R",7,1799,55
"2000","MS",2000-10-31,"Gore","D",7,1799,33
"2000","MS",2000-11-03,"Bush","R",4,1800,52
"2000","MS",2000-11-03,"Gore","D",4,1800,41
"2000","MT",2000-10-19,"Bush","R",19,1801,56
"2000","MT",2000-10-19,"Gore","D",19,1801,28
"2000","MT",2000-10-21,"Bush","R",17,1802,55
"2000","MT",2000-10-21,"Gore","D",17,1802,31
"2000","MT",2000-10-24,"Bush","R",14,1803,49
"2000","MT",2000-10-24,"Gore","D",14,1803,37
"2000","NC",2000-10-29,"Bush","R",9,1804,48
"2000","NC",2000-10-29,"Gore","D",9,1804,41
"2000","NC",2000-10-31,"Bush","R",7,1805,52
"2000","NC",2000-10-31,"Gore","D",7,1805,42
"2000","NC",2000-11-01,"Bush","R",6,1806,50
"2000","NC",2000-11-01,"Gore","D",6,1806,40
"2000","NC",2000-11-03,"Bush","R",4,1807,51
"2000","NC",2000-11-03,"Gore","D",4,1807,46
"2000","NC",2000-11-04,"Bush","R",3,1808,56
"2000","NC",2000-11-04,"Gore","D",3,1808,39
"2000","ND",2000-10-21,"Bush","R",17,1809,49
"2000","ND",2000-10-21,"Gore","D",17,1809,34
"2000","NE",2000-10-26,"Bush","R",12,1810,56
"2000","NE",2000-10-26,"Gore","D",12,1810,31
"2000","NE",2000-11-03,"Bush","R",4,1811,57
"2000","NE",2000-11-03,"Gore","D",4,1811,38
"2000","NH",2000-10-17,"Bush","R",21,1812,41
"2000","NH",2000-10-17,"Gore","D",21,1812,44
"2000","NH",2000-10-22,"Bush","R",16,1813,46
"2000","NH",2000-10-22,"Gore","D",16,1813,38
"2000","NH",2000-10-24,"Bush","R",14,1814,40
"2000","NH",2000-10-24,"Gore","D",14,1814,43
"2000","NH",2000-10-31,"Bush","R",7,1815,42
"2000","NH",2000-10-31,"Gore","D",7,1815,44.5
"2000","NH",2000-11-01,"Bush","R",6,1817,45
"2000","NH",2000-11-01,"Gore","D",6,1817,40
"2000","NH",2000-11-03,"Bush","R",4,1818,46
"2000","NH",2000-11-03,"Gore","D",4,1818,41.3333333333333
"2000","NJ",2000-10-21,"Bush","R",17,1821,41
"2000","NJ",2000-10-21,"Gore","D",17,1821,47
"2000","NJ",2000-10-25,"Bush","R",13,1822,40
"2000","NJ",2000-10-25,"Gore","D",13,1822,48
"2000","NJ",2000-10-27,"Bush","R",11,1824,37
"2000","NJ",2000-10-27,"Gore","D",11,1824,45.5
"2000","NJ",2000-10-30,"Bush","R",8,1826,39
"2000","NJ",2000-10-30,"Gore","D",8,1826,45
"2000","NJ",2000-11-03,"Bush","R",4,1827,38.3333333333333
"2000","NJ",2000-11-03,"Gore","D",4,1827,50
"2000","NJ",2000-11-05,"Bush","R",2,1830,40
"2000","NJ",2000-11-05,"Gore","D",2,1830,46
"2000","NM",2000-11-01,"Bush","R",6,1831,44
"2000","NM",2000-11-01,"Gore","D",6,1831,41
"2000","NM",2000-11-02,"Bush","R",5,1832,45
"2000","NM",2000-11-02,"Gore","D",5,1832,45
"2000","NM",2000-11-03,"Bush","R",4,1833,44
"2000","NM",2000-11-03,"Gore","D",4,1833,49
"2000","NV",2000-10-23,"Bush","R",15,1834,49
"2000","NV",2000-10-23,"Gore","D",15,1834,37
"2000","NV",2000-10-27,"Bush","R",11,1835,47
"2000","NV",2000-10-27,"Gore","D",11,1835,43
"2000","NV",2000-10-31,"Bush","R",7,1836,49
"2000","NV",2000-10-31,"Gore","D",7,1836,44
"2000","NV",2000-11-03,"Bush","R",4,1837,48
"2000","NV",2000-11-03,"Gore","D",4,1837,45
"2000","NY",2000-10-22,"Bush","R",16,1838,37
"2000","NY",2000-10-22,"Gore","D",16,1838,48
"2000","NY",2000-10-23,"Bush","R",15,1839,31
"2000","NY",2000-10-23,"Gore","D",15,1839,55
"2000","NY",2000-10-27,"Bush","R",11,1840,35
"2000","NY",2000-10-27,"Gore","D",11,1840,53
"2000","NY",2000-10-30,"Bush","R",8,1843,37
"2000","NY",2000-10-30,"Gore","D",8,1843,50
"2000","NY",2000-10-31,"Bush","R",7,1846,36
"2000","NY",2000-10-31,"Gore","D",7,1846,55
"2000","NY",2000-11-01,"Bush","R",6,1847,31
"2000","NY",2000-11-01,"Gore","D",6,1847,55
"2000","NY",2000-11-02,"Bush","R",5,1848,35.5
"2000","NY",2000-11-02,"Gore","D",5,1848,52.5
"2000","NY",2000-11-03,"Bush","R",4,1850,36
"2000","NY",2000-11-03,"Gore","D",4,1850,54
"2000","NY",2000-11-04,"Bush","R",3,1852,36.5
"2000","NY",2000-11-04,"Gore","D",3,1852,52.5
"2000","NY",2000-11-05,"Bush","R",2,1854,37
"2000","NY",2000-11-05,"Gore","D",2,1854,54
"2000","OH",2000-10-19,"Bush","R",19,1855,45
"2000","OH",2000-10-19,"Gore","D",19,1855,41
"2000","OH",2000-10-22,"Bush","R",16,1856,50
"2000","OH",2000-10-22,"Gore","D",16,1856,42
"2000","OH",2000-10-23,"Bush","R",15,1857,48
"2000","OH",2000-10-23,"Gore","D",15,1857,39
"2000","OH",2000-10-27,"Bush","R",11,1858,46
"2000","OH",2000-10-27,"Gore","D",11,1858,43
"2000","OH",2000-10-30,"Bush","R",8,1859,49
"2000","OH",2000-10-30,"Gore","D",8,1859,42
"2000","OH",2000-10-31,"Bush","R",7,1860,52
"2000","OH",2000-10-31,"Gore","D",7,1860,42
"2000","OH",2000-11-01,"Bush","R",6,1861,50
"2000","OH",2000-11-01,"Gore","D",6,1861,43
"2000","OH",2000-11-02,"Bush","R",5,1862,47.5
"2000","OH",2000-11-02,"Gore","D",5,1862,41
"2000","OH",2000-11-03,"Bush","R",4,1864,50.799999
"2000","OH",2000-11-03,"Gore","D",4,1864,44.6000005
"2000","OH",2000-11-05,"Bush","R",2,1866,50
"2000","OH",2000-11-05,"Gore","D",2,1866,43
"2000","OK",2000-11-03,"Bush","R",4,1867,56.5
"2000","OK",2000-11-03,"Gore","D",4,1867,38
"2000","OR",2000-10-21,"Bush","R",17,1869,43
"2000","OR",2000-10-21,"Gore","D",17,1869,38
"2000","OR",2000-10-22,"Bush","R",16,1870,45
"2000","OR",2000-10-22,"Gore","D",16,1870,41
"2000","OR",2000-10-27,"Bush","R",11,1871,44
"2000","OR",2000-10-27,"Gore","D",11,1871,45
"2000","OR",2000-10-29,"Bush","R",9,1872,50
"2000","OR",2000-10-29,"Gore","D",9,1872,42
"2000","OR",2000-11-03,"Bush","R",4,1873,42
"2000","OR",2000-11-03,"Gore","D",4,1873,49
"2000","PA",2000-10-17,"Bush","R",21,1874,42
"2000","PA",2000-10-17,"Gore","D",21,1874,42
"2000","PA",2000-10-18,"Bush","R",20,1875,43
"2000","PA",2000-10-18,"Gore","D",20,1875,42
"2000","PA",2000-10-21,"Bush","R",17,1876,33
"2000","PA",2000-10-21,"Gore","D",17,1876,44
"2000","PA",2000-10-22,"Bush","R",16,1877,44
"2000","PA",2000-10-22,"Gore","D",16,1877,45.5
"2000","PA",2000-10-24,"Bush","R",14,1879,40
"2000","PA",2000-10-24,"Gore","D",14,1879,45
"2000","PA",2000-10-26,"Bush","R",12,1880,39
"2000","PA",2000-10-26,"Gore","D",12,1880,42
"2000","PA",2000-10-27,"Bush","R",11,1881,47
"2000","PA",2000-10-27,"Gore","D",11,1881,40
"2000","PA",2000-10-28,"Bush","R",10,1882,45
"2000","PA",2000-10-28,"Gore","D",10,1882,43.5
"2000","PA",2000-10-29,"Bush","R",9,1884,45
"2000","PA",2000-10-29,"Gore","D",9,1884,42
"2000","PA",2000-10-30,"Bush","R",8,1885,42
"2000","PA",2000-10-30,"Gore","D",8,1885,46
"2000","PA",2000-10-31,"Bush","R",7,1886,42
"2000","PA",2000-10-31,"Gore","D",7,1886,48
"2000","PA",2000-11-01,"Bush","R",6,1887,45.5
"2000","PA",2000-11-01,"Gore","D",6,1887,47.504999
"2000","PA",2000-11-02,"Bush","R",5,1889,44.6666666666667
"2000","PA",2000-11-02,"Gore","D",5,1889,44.3333333333333
"2000","PA",2000-11-03,"Bush","R",4,1892,45
"2000","PA",2000-11-03,"Gore","D",4,1892,50
"2000","PA",2000-11-05,"Bush","R",2,1893,44.5
"2000","PA",2000-11-05,"Gore","D",2,1893,46.5
"2000","RI",2000-10-19,"Bush","R",19,1895,30
"2000","RI",2000-10-19,"Gore","D",19,1895,49
"2000","RI",2000-10-22,"Bush","R",16,1896,29
"2000","RI",2000-10-22,"Gore","D",16,1896,47
"2000","RI",2000-10-29,"Bush","R",9,1897,31
"2000","RI",2000-10-29,"Gore","D",9,1897,57
"2000","SC",2000-10-22,"Bush","R",16,1898,54
"2000","SC",2000-10-22,"Gore","D",16,1898,41
"2000","SC",2000-10-29,"Bush","R",9,1899,53
"2000","SC",2000-10-29,"Gore","D",9,1899,38
"2000","SD",2000-10-23,"Bush","R",15,1900,51
"2000","SD",2000-10-23,"Gore","D",15,1900,33
"2000","TN",2000-10-21,"Bush","R",17,1901,47
"2000","TN",2000-10-21,"Gore","D",17,1901,43
"2000","TN",2000-10-27,"Bush","R",11,1902,53
"2000","TN",2000-10-27,"Gore","D",11,1902,43
"2000","TN",2000-10-28,"Bush","R",10,1903,45
"2000","TN",2000-10-28,"Gore","D",10,1903,44
"2000","TN",2000-10-29,"Bush","R",9,1904,45
"2000","TN",2000-10-29,"Gore","D",9,1904,43
"2000","TN",2000-10-30,"Bush","R",8,1905,49
"2000","TN",2000-10-30,"Gore","D",8,1905,46
"2000","TN",2000-10-31,"Bush","R",7,1906,45
"2000","TN",2000-10-31,"Gore","D",7,1906,46.5
"2000","TN",2000-11-02,"Bush","R",5,1908,46
"2000","TN",2000-11-02,"Gore","D",5,1908,45
"2000","TN",2000-11-03,"Bush","R",4,1909,49
"2000","TN",2000-11-03,"Gore","D",4,1909,46
"2000","TN",2000-11-05,"Bush","R",2,1911,51
"2000","TN",2000-11-05,"Gore","D",2,1911,46
"2000","TX",2000-11-03,"Bush","R",4,1912,59.3333333333333
"2000","TX",2000-11-03,"Gore","D",4,1912,32
"2000","UT",2000-10-24,"Bush","R",14,1915,62
"2000","UT",2000-10-24,"Gore","D",14,1915,24
"2000","UT",2000-11-03,"Bush","R",4,1916,62.5
"2000","UT",2000-11-03,"Gore","D",4,1916,24.5
"2000","VA",2000-10-21,"Bush","R",17,1918,54
"2000","VA",2000-10-21,"Gore","D",17,1918,40
"2000","VA",2000-10-24,"Bush","R",14,1919,49.5
"2000","VA",2000-10-24,"Gore","D",14,1919,41.5
"2000","VA",2000-10-25,"Bush","R",13,1921,48
"2000","VA",2000-10-25,"Gore","D",13,1921,41
"2000","VA",2000-10-30,"Bush","R",8,1922,48
"2000","VA",2000-10-30,"Gore","D",8,1922,40
"2000","VA",2000-10-31,"Bush","R",7,1924,49
"2000","VA",2000-10-31,"Gore","D",7,1924,41
"2000","VA",2000-11-03,"Bush","R",4,1925,51
"2000","VA",2000-11-03,"Gore","D",4,1925,45
"2000","VA",2000-11-04,"Bush","R",3,1926,53
"2000","VA",2000-11-04,"Gore","D",3,1926,42
"2000","VT",2000-10-19,"Bush","R",19,1927,38
"2000","VT",2000-10-19,"Gore","D",19,1927,47
"2000","VT",2000-10-24,"Bush","R",14,1928,36
"2000","VT",2000-10-24,"Gore","D",14,1928,52
"2000","VT",2000-10-26,"Bush","R",12,1929,39
"2000","VT",2000-10-26,"Gore","D",12,1929,45
"2000","WA",2000-10-19,"Bush","R",19,1930,37
"2000","WA",2000-10-19,"Gore","D",19,1930,46
"2000","WA",2000-10-27,"Bush","R",11,1931,42
"2000","WA",2000-10-27,"Gore","D",11,1931,46
"2000","WA",2000-10-30,"Bush","R",8,1932,45
"2000","WA",2000-10-30,"Gore","D",8,1932,45
"2000","WA",2000-10-31,"Bush","R",7,1933,44
"2000","WA",2000-10-31,"Gore","D",7,1933,46
"2000","WA",2000-11-02,"Bush","R",5,1934,44
"2000","WA",2000-11-02,"Gore","D",5,1934,45
"2000","WA",2000-11-03,"Bush","R",4,1935,47
"2000","WA",2000-11-03,"Gore","D",4,1935,46
"2000","WA",2000-11-05,"Bush","R",2,1936,43
"2000","WA",2000-11-05,"Gore","D",2,1936,46.5
"2000","WI",2000-10-20,"Bush","R",18,1938,49
"2000","WI",2000-10-20,"Gore","D",18,1938,40
"2000","WI",2000-10-21,"Bush","R",17,1939,39
"2000","WI",2000-10-21,"Gore","D",17,1939,46
"2000","WI",2000-10-24,"Bush","R",14,1940,42
"2000","WI",2000-10-24,"Gore","D",14,1940,43
"2000","WI",2000-10-27,"Bush","R",11,1941,43.5
"2000","WI",2000-10-27,"Gore","D",11,1941,43
"2000","WI",2000-10-30,"Bush","R",8,1943,38
"2000","WI",2000-10-30,"Gore","D",8,1943,50
"2000","WI",2000-11-01,"Bush","R",6,1944,40
"2000","WI",2000-11-01,"Gore","D",6,1944,46
"2000","WI",2000-11-02,"Bush","R",5,1945,44
"2000","WI",2000-11-02,"Gore","D",5,1945,45
"2000","WI",2000-11-03,"Bush","R",4,1946,47
"2000","WI",2000-11-03,"Gore","D",4,1946,47
"2000","WI",2000-11-05,"Bush","R",2,1947,46
"2000","WI",2000-11-05,"Gore","D",2,1947,42
"2000","WV",2000-10-18,"Bush","R",20,1950,46.5
"2000","WV",2000-10-18,"Gore","D",20,1950,40.5
"2000","WV",2000-10-25,"Bush","R",13,1952,41
"2000","WV",2000-10-25,"Gore","D",13,1952,39
"2000","WV",2000-11-02,"Bush","R",5,1953,45
"2000","WV",2000-11-02,"Gore","D",5,1953,42
"2000","WV",2000-11-03,"Bush","R",4,1954,50
"2000","WV",2000-11-03,"Gore","D",4,1954,46
"2004","AK",2004-06-30,"Bush","R",125,12,56
"2004","AK",2004-06-30,"Kerry","D",125,12,33
"2004","AK",2004-09-09,"Bush","R",54,11,57
"2004","AK",2004-09-09,"Kerry","D",54,11,30
"2004","AL",2004-05-27,"Bush","R",159,10,54
"2004","AL",2004-05-27,"Kerry","D",159,10,35
"2004","AL",2004-06-30,"Bush","R",125,9,52
"2004","AL",2004-06-30,"Kerry","D",125,9,38
"2004","AL",2004-07-28,"Bush","R",97,8,56
"2004","AL",2004-07-28,"Kerry","D",97,8,34
"2004","AL",2004-08-12,"Bush","R",82,7,51
"2004","AL",2004-08-12,"Kerry","D",82,7,34
"2004","AL",2004-08-23,"Bush","R",71,6,58
